side,margin,qty_exact,fee_exact,entry_exact,entry_bar,exit_bar,entry_dt,exit_dt,entry_price,exit_price,pnl_pct,pnl,reason_code,bars_held,mfe_pct,mae_pct,gk_pctile,regime_code,funding,funding_low,funding_high,net,cluster
S,200.0,1.181502398449869,4.0,3385.52,10356,10358,2025-11-14 00:00:00,2025-11-14 02:00:00,3385.52,3254.4,3.873,150.92,TP,2,3.944,-0.367,33.3,DOWN,0.0,0.0,0.0928553938968949,150.92,57
S,200.0,1.326119244642478,4.0,3016.32,10490,10501,2025-11-19 14:00:00,2025-11-20 01:00:00,3016.32,2948.87,2.236,85.45,TP,11,2.695,-3.204,19.2,DOWN,0.4014001074663037,0.4014001074663037,0.4014001074663037,85.8514001074663,58
S,200.0,1.3538532355400013,4.0,2954.53,10524,10525,2025-11-21 00:00:00,2025-11-21 01:00:00,2954.53,2861.21,3.159,122.34,TP,1,3.673,-0.189,22.2,DOWN,0.0,0.0,0.2715190810044237,122.34,59
S,200.0,1.3936359613823475,4.0,2870.19,10637,10647,2025-11-25 17:00:00,2025-11-26 03:00:00,2870.19,2922.89,-1.836,-77.44,MH,10,0.529,-3.025,18.2,DOWN,0.022425889296527404,0.022425889296527404,0.022425889296527404,-77.41757411070347,60
S,200.0,1.3376852694098134,4.0,2990.24,10689,10699,2025-11-27 21:00:00,2025-11-28 07:00:00,2990.24,3009.41,-0.641,-29.64,MH,10,0.215,-1.781,15.2,DOWN,0.03977796822234148,0.03977796822234148,0.03977796822234148,-29.60022203177766,61
L,200.0,1.4226167612706815,4.0,2811.72,10803,10812,2025-12-02 15:00:00,2025-12-03 00:00:00,2811.72,3005.55,6.894,271.75,TP,9,7.622,-1.107,23.2,MILD_UP,-0.3988120990227102,-0.3988120990227102,-0.22149692041317576,271.35118790097727,62
S,200.0,1.2620725123761987,4.0,3169.39,10858,10864,2025-12-04 22:00:00,2025-12-05 04:00:00,3169.39,3117.66,1.632,61.29,TP,6,3.3,-1.839,0.0,MILD_UP,0.38965362546105087,0.38965362546105087,0.38965362546105087,61.67965362546105,63
S,200.0,1.3029315960912051,4.0,3070.0,11052,11062,2025-12-13 00:00:00,2025-12-13 10:00:00,3070.0,3083.19,-0.43,-21.19,MH,10,0.941,-0.921,11.1,MILD_UP,0.004298597785016287,-0.005147872022423971,0.004298597785016287,-21.185701402214985,64
L,200.0,1.402952513564797,4.0,2851.13,11190,11194,2025-12-18 18:00:00,2025-12-18 22:00:00,2851.13,2962.87,3.919,152.77,TP,4,4.508,-0.11,1.0,DOWN,0.0,0.0,0.0,152.77,65
L,200.0,1.352082206598161,4.0,2958.4,11347,11353,2025-12-25 07:00:00,2025-12-25 13:00:00,2958.4,2943.64,-0.499,-23.96,MH,6,0.024,-0.802,12.1,DOWN,-0.26000599256354784,-0.26000599256354784,-0.26000599256354784,-24.22000599256355,66
S,200.0,1.3654906378548142,4.0,2929.35,11357,11367,2025-12-25 17:00:00,2025-12-26 03:00:00,2929.35,2957.89,-0.974,-42.97,MH,10,0.656,-1.387,0.0,DOWN,0.2008447689760527,0.2008447689760527,0.2008447689760527,-42.769155231023944,66
L,200.0,1.3354700854700856,4.0,2995.2,11483,11489,2025-12-30 23:00:00,2025-12-31 05:00:00,2995.2,2957.51,-1.258,-54.33,MH,6,0.208,-1.801,20.2,SIDE,-0.39910389957264963,-0.39910389957264963,-0.39910389957264963,-54.72910389957265,67
L,200.0,1.3331200341278728,4.0,3000.48,11504,11510,2025-12-31 20:00:00,2026-01-01 02:00:00,3000.48,2974.56,-0.864,-38.55,MH,6,0.908,-1.429,13.1,SIDE,-0.1403192302564923,-0.1403192302564923,-0.1403192302564923,-38.69031923025649,67
L,200.0,1.3406712741069453,4.0,2983.58,11527,11533,2026-01-01 19:00:00,2026-01-02 01:00:00,2983.58,2981.35,-0.075,-6.99,MH,6,0.346,-0.254,0.0,SIDE,0.02243656278698744,0.02243656278698744,0.02243656278698744,-6.967563437213013,67
L,200.0,1.2207515556952637,4.0,3276.67,11651,11658,2026-01-06 23:00:00,2026-01-07 06:00:00,3276.67,3274.77,-0.058,-6.32,MH,7,0.739,-2.929,8.1,MILD_UP,-0.16969234008917589,-0.16969234008917589,-0.16969234008917589,-6.489692340089176,68
S,200.0,1.2258507404138472,4.0,3263.04,11892,11902,2026-01-17 00:00:00,2026-01-17 10:00:00,3263.04,3289.26,-0.804,-36.14,MH,10,0.154,-1.098,4.0,MILD_UP,0.3380877953074434,0.3380877953074434,0.44876813450034325,-35.801912204692556,69
S,200.0,1.2549767672425964,4.0,3187.31,11971,11979,2026-01-20 07:00:00,2026-01-20 15:00:00,3187.31,3115.2,2.262,86.5,TP,8,2.53,-0.39,11.1,MILD_UP,0.3445333700403803,0.3445333700403803,0.3445333700403803,86.84453337004038,70
S,200.0,1.3652249890782,4.0,2929.92,12009,12014,2026-01-21 21:00:00,2026-01-22 02:00:00,2929.92,2902.01,0.953,34.1,TP,5,2.24,-3.281,22.2,MILD_UP,0.04560340022935779,0.04560340022935779,0.04560340022935779,34.14560340022936,71
S,200.0,1.3669185214042354,4.0,2926.29,12053,12063,2026-01-23 17:00:00,2026-01-24 03:00:00,2926.29,2987.18,-2.081,-87.23,MH,10,1.233,-3.218,16.2,DOWN,0.20352057793315084,0.20352057793315084,0.20352057793315084,-87.02647942206686,72
S,200.0,1.8203993956274005,4.0,2197.32,12346,12348,2026-02-04 22:00:00,2026-02-05 00:00:00,2197.32,2150.44,2.134,81.34,TP,2,2.836,-1.288,16.2,DOWN,-0.23944396203745832,-0.23944396203745832,0.0,81.10055603796255,73
S,200.0,2.0536200186879423,4.0,1947.78,12507,12516,2026-02-11 15:00:00,2026-02-12 00:00:00,1947.78,1928.05,1.013,36.52,TP,9,2.39,-3.473,21.2,DOWN,-1.0073947026489205,-1.0073947026489205,-0.5192276615499508,35.51260529735108,74
L,200.0,2.030663011473246,4.0,1969.8,12530,12537,2026-02-12 14:00:00,2026-02-12 21:00:00,1969.8,1979.84,0.51,16.39,MFE,7,1.579,-0.691,7.1,DOWN,-0.08952040533622317,-0.08952040533622317,-0.08952040533622317,16.300479594663777,74
S,200.0,2.0539469157419625,4.0,1947.47,12540,12541,2026-02-13 00:00:00,2026-02-13 01:00:00,1947.47,1907.82,2.036,77.44,TP,1,2.757,-0.079,7.1,DOWN,0.0,-0.16413223336795676,0.0,77.44,74
S,200.0,2.0309929524544548,4.0,1969.48,12682,12688,2026-02-18 22:00:00,2026-02-19 04:00:00,1969.48,1939.82,1.506,56.24,TP,6,2.429,-2.047,19.2,DOWN,-0.034907921354578056,-0.034907921354578056,-0.034907921354578056,56.20509207864542,75
S,200.0,1.9008696478638976,4.0,2104.3,13036,13045,2026-03-05 16:00:00,2026-03-06 01:00:00,2104.3,2079.17,1.194,43.77,TP,9,2.317,-2.79,7.1,MILD_UP,-0.058016553471462624,-0.0914987736337908,-0.058016553471462624,43.71198344652854,76
S,200.0,1.730343300110742,4.0,2311.68,13351,13352,2026-03-18 19:00:00,2026-03-18 20:00:00,2311.68,2268.1,1.885,71.41,TP,1,2.149,-0.292,19.2,UP,0.0,0.0,0.0,71.41,77
S,200.0,1.8473446729507175,4.0,2165.27,13372,13378,2026-03-19 16:00:00,2026-03-19 22:00:00,2165.27,2136.67,1.321,48.83,TP,6,2.696,-1.234,11.1,UP,0.0,-0.03483953680935459,0.0,48.83,77
S,200.0,1.8880125364032416,4.0,2118.63,13538,13542,2026-03-26 14:00:00,2026-03-26 18:00:00,2118.63,2081.29,1.762,66.5,TP,4,2.154,-0.359,20.2,DOWN,0.028651371912942796,0.028651371912942796,0.028651371912942796,66.52865137191294,78
L,200.0,1.9404194216579915,4.0,2061.41,13637,13640,2026-03-30 17:00:00,2026-03-30 20:00:00,2061.41,2070.4,0.436,13.44,MFE,3,1.241,-0.728,23.2,DOWN,0.0,0.0,0.0,13.44,79
S,200.0,1.952124155096264,4.0,2049.05,13737,13747,2026-04-03 21:00:00,2026-04-04 07:00:00,2049.05,2051.09,-0.1,-7.98,MH,10,0.429,-0.583,14.1,DOWN,-0.0383435693542303,-0.0383435693542303,-0.0383435693542303,-8.018343569354231,80
S,200.0,1.9154427785412946,4.0,2088.29,13831,13841,2026-04-07 19:00:00,2026-04-08 05:00:00,2088.29,2114.57,-1.258,-54.34,MH,10,1.45,-1.748,28.3,MILD_UP,0.041063877151610174,0.041063877151610174,0.041063877151610174,-54.298936122848396,81
L,200.0,1.8691763474424994,4.0,2139.98,14836,14841,2026-05-19 16:00:00,2026-05-19 21:00:00,2139.98,2117.4,-1.055,-46.21,MH,5,0.022,-1.6,21.2,DOWN,0.0,-0.22748016284637518,0.0,-46.21,82
S,200.0,2.312780424626486,4.0,1729.52,15239,15242,2026-06-05 11:00:00,2026-06-05 14:00:00,1729.52,1683.37,2.668,102.73,TP,3,2.857,-1.011,3.0,DOWN,0.0,0.0,0.0,102.73,83
S,200.0,2.406738868832732,4.0,1662.0,15333,15343,2026-06-09 09:00:00,2026-06-09 19:00:00,1662.0,1673.69,-0.703,-32.13,MH,10,0.536,-2.046,22.2,DOWN,0.0014548938628158846,0.0014548938628158846,0.0014548938628158846,-32.12854510613719,84
L,200.0,2.3030993960121835,4.0,1736.79,15487,15490,2026-06-15 19:00:00,2026-06-15 22:00:00,1736.79,1813.3,4.405,172.21,TP,3,5.186,-0.21,20.2,SIDE,0.0,0.0,0.0,172.21,85
S,200.0,2.2668412134401015,4.0,1764.57,15533,15543,2026-06-17 17:00:00,2026-06-18 03:00:00,1764.57,1769.25,-0.265,-14.61,MH,10,1.372,-1.757,24.2,MILD_UP,-0.02961530043781318,-0.02961530043781318,-0.02961530043781318,-14.639615300437812,86
