name,slip,historical,n,net_pnl,closed_net,funding,pf,wr,mdd,worst30,mh,mh_net,sn,worst_trade,hours
pair,5,False,263,7186.9454335149885,7186.945433514986,-7.694566485014191,2.7856574494694764,62.737642585551335,400.3716378349627,-340.7502925427889,74,-3394.793975739868,2,-168.31398223679395,1600
pair_long,5,False,265,7014.729057745431,7014.729057745428,-7.100942254572022,2.6981491215480853,61.886792452830186,400.3716378349627,-340.7502925427889,76,-3490.6173397213415,2,-168.31398223679395,1617
pair_short,5,False,265,7191.108556084669,7191.108556084666,-7.461443915334714,2.7422941814110695,62.264150943396224,400.3716378349627,-340.7502925427889,76,-3497.3555101829984,2,-168.31398223679395,1615
price,5,False,222,4532.162623043554,4532.162623043557,-3.747376956443043,2.078516371162626,58.108108108108105,471.0897432610436,-407.3485596638152,68,-3268.010767226107,4,-168.31398223679395,1356
flow,5,False,208,5082.136937505513,5082.136937505513,-6.343062494487624,2.4464679200262665,61.53846153846154,439.9417761504242,-364.3586917040511,61,-2870.176977611216,2,-170.4138291527467,1240
hour,5,False,234,4549.7445944967785,4549.74459449678,-5.355405503219037,1.9953488459526578,57.26495726495726,471.0897432610436,-407.34855966381565,72,-3405.2887999767536,5,-185.79,1415
base,0,True,269,7869.645330759005,7869.645330759002,-8.504669240997945,2.8363730639878653,63.19702602230484,393.7191407811524,-328.9853117125922,75,-3623.2799577435007,2,-167.78402024567558,1631
quality,0,True,269,7869.645330759005,7869.645330759002,-8.504669240997945,2.8363730639878653,63.19702602230484,393.7191407811524,-328.9853117125922,75,-3623.2799577435007,2,-167.78402024567558,1631
pair,0,True,265,8065.400530359454,8065.400530359451,-9.499469640548057,2.9899908382282483,64.52830188679245,368.53124739577197,-296.1102480460622,71,-3397.0030390839256,2,-167.78402024567558,1599
pair_long,0,True,267,7857.46209162804,7857.462091628038,-8.737908371962263,2.8749461504597114,63.670411985018724,393.7191407811524,-328.9853117125913,73,-3528.6183375331498,2,-167.78402024567558,1616
pair_short,0,True,267,8077.583769490419,8077.583769490417,-9.266230509583739,2.9475107074347577,64.04494382022472,368.5312473957729,-296.1102480460622,73,-3491.6646592942775,2,-167.78402024567558,1614
price,0,True,218,5480.769064953482,5480.769064953483,-3.7909350465158935,2.4204091758169373,60.550458715596335,434.4852554290828,-359.4064625154824,63,-3086.4305591186444,3,-167.78402024567558,1337
