side,entry_price,entry_time,exit_price,exit_time,exit_reason,pnl,tp1_done
long,109357.77,2025-09-28 13:00:00+00:00,110195.21,2025-09-28 16:15:00+00:00,atr_trail_1.5,12.547696788518774,True
long,114160.2,2025-09-29 22:50:00+00:00,114160.2,2025-09-30 04:30:00+00:00,stop_loss,-0.7334195279966153,True
long,114427.86,2025-09-30 03:40:00+00:00,113782.49142857143,2025-09-30 07:35:00+00:00,stop_loss,-12.879920317107521,False
long,114588.24,2025-10-01 05:05:00+00:00,117662.82,2025-10-01 17:05:00+00:00,atr_trail_1.5,47.57487543723014,True
long,114451.0,2025-09-30 21:35:00+00:00,117399.99,2025-10-01 17:10:00+00:00,atr_trail_1.5,45.79687851444855,True
long,114210.01,2025-10-01 00:30:00+00:00,117399.99,2025-10-01 17:10:00+00:00,atr_trail_1.5,49.63975560460961,True
long,117528.14,2025-10-01 20:50:00+00:00,118565.28,2025-10-02 00:55:00+00:00,atr_trail_1.5,15.422918936690396,True
long,117472.57,2025-10-01 21:45:00+00:00,118565.28,2025-10-02 00:55:00+00:00,atr_trail_1.5,16.269337497255624,True
long,118695.75,2025-10-02 10:30:00+00:00,119426.65,2025-10-02 14:40:00+00:00,atr_trail_1.5,10.263784989292766,True
long,118643.92,2025-10-02 05:25:00+00:00,118999.99,2025-10-02 14:45:00+00:00,atr_trail_1.5,4.774544940861803,True
long,120350.27,2025-10-02 23:00:00+00:00,119344.48035714286,2025-10-03 08:15:00+00:00,stop_loss,-18.314372852792772,False
long,120132.51,2025-10-03 02:10:00+00:00,123185.38,2025-10-03 16:50:00+00:00,atr_trail_1.5,45.254978247413305,True
long,122254.99,2025-10-04 13:00:00+00:00,121778.88785714286,2025-10-04 15:20:00+00:00,stop_loss,-9.388674194110854,False
long,122560.83,2025-10-04 06:15:00+00:00,121738.31999999999,2025-10-04 15:25:00+00:00,stop_loss,-15.022069677563529,False
long,122299.99,2025-10-04 23:30:00+00:00,123752.05071428571,2025-10-05 02:30:00+00:00,atr_trail_1.5,20.292363663667015,True
long,123112.0,2025-10-05 16:05:00+00:00,123545.02,2025-10-06 00:50:00+00:00,atr_trail_1.5,5.958977655653896,True
long,123201.58,2025-10-05 18:30:00+00:00,123201.58,2025-10-06 00:50:00+00:00,stop_loss,-0.589232582430021,True
long,123743.27,2025-10-08 18:35:00+00:00,122533.31964285715,2025-10-09 01:15:00+00:00,stop_loss,-21.155816767131665,False
long,123297.17,2025-10-08 23:15:00+00:00,122182.67214285715,2025-10-09 02:05:00+00:00,stop_loss,-19.678239056790208,False
long,112099.98,2025-10-12 14:45:00+00:00,112099.98,2025-10-12 14:55:00+00:00,stop_loss,-0.10135311608185282,True
long,115249.19,2025-10-13 07:50:00+00:00,114024.04035714286,2025-10-13 11:25:00+00:00,stop_loss,-22.860880755120984,False
long,115135.7,2025-10-13 13:30:00+00:00,113987.40178571429,2025-10-13 14:30:00+00:00,stop_loss,-21.54686642432725,False
long,115040.55,2025-10-13 17:55:00+00:00,115040.55,2025-10-13 23:45:00+00:00,stop_loss,-0.2159253038540374,True
long,114531.2,2025-10-13 15:45:00+00:00,114798.82,2025-10-14 01:05:00+00:00,atr_trail_1.5,4.023114051018565,True
long,115086.98,2025-10-13 00:00:00+00:00,113550.47428571428,2025-10-14 03:00:00+00:00,stop_loss,-28.30164277984723,False
long,107151.35,2025-10-19 00:20:00+00:00,106626.84285714287,2025-10-19 06:35:00+00:00,stop_loss,-11.390023977432651,False
long,107120.46,2025-10-19 03:15:00+00:00,106602.86142857144,2025-10-19 06:35:00+00:00,stop_loss,-11.26386013332212,False
long,109175.27,2025-10-19 19:20:00+00:00,108114.43250000001,2025-10-20 00:10:00+00:00,stop_loss,-21.033659289324298,False
long,108885.66,2025-10-19 22:00:00+00:00,107871.4542857143,2025-10-20 00:20:00+00:00,stop_loss,-20.228820623132716,False
long,108333.93,2025-10-20 02:15:00+00:00,109483.21892857144,2025-10-20 03:50:00+00:00,atr_trail_1.5,18.658401170212787,True
long,110910.26,2025-10-20 13:40:00+00:00,110910.26,2025-10-20 16:00:00+00:00,stop_loss,-0.3178772150694522,True
long,111275.05,2025-10-20 14:25:00+00:00,110270.73357142857,2025-10-20 16:45:00+00:00,stop_loss,-19.6510622744529,False
long,110759.9,2025-10-20 23:25:00+00:00,109781.5475,2025-10-21 01:55:00+00:00,stop_loss,-19.26618604747736,False
long,108822.9,2025-10-23 05:45:00+00:00,109466.68,2025-10-23 07:35:00+00:00,atr_trail_1.5,10.259540330468768,True
long,109509.33,2025-10-23 08:00:00+00:00,110571.66,2025-10-23 19:00:00+00:00,atr_trail_1.5,17.161972153422923,True
