case,family,n,pnl,delta,wr,mdd,mh_n,mh_pnl,d_discover,d_validate,d_holdout,folds_better,worst_fold_delta
GRACE_S_LOSS0.0050_X4_IMP0,shallow_loss_grace,278,8149.93,97.96,64.03,330.1,75,-3550.61,22.71,-6.86,82.11,2,-25.6
GRACE_S_LOSS0.0050_X4_IMP1,shallow_loss_grace,278,8167.03,115.06,64.03,330.1,75,-3533.51,36.15,-6.86,85.77,2,-25.6
GRACE_S_LOSS0.0050_X5_IMP0,shallow_loss_grace,278,8150.15,98.18,64.03,330.1,75,-3550.39,22.71,-6.86,82.33,2,-25.6
GRACE_S_LOSS0.0050_X5_IMP1,shallow_loss_grace,278,8167.03,115.06,64.03,330.1,75,-3533.51,36.15,-6.86,85.77,2,-25.6
GRACE_S_LOSS0.0050_X6_IMP0,shallow_loss_grace,278,8148.33,96.36,64.03,330.1,75,-3552.21,22.71,-6.86,80.51,2,-25.6
GRACE_S_LOSS0.0050_X6_IMP1,shallow_loss_grace,278,8167.03,115.06,64.03,330.1,75,-3533.51,36.15,-6.86,85.77,2,-25.6
GRACE_S_LOSS0.0075_X1_IMP0,shallow_loss_grace,278,8090.78,38.81,64.03,346.22,74,-3597.47,30.81,-69.14,77.14,2,-47.21
GRACE_S_LOSS0.0075_X1_IMP1,shallow_loss_grace,278,8123.55,71.58,64.03,330.1,75,-3576.99,2.6,-16.79,85.77,2,-33.55
GRACE_S_LOSS0.0075_X2_IMP0,shallow_loss_grace,278,8053.88,1.91,64.03,346.22,74,-3634.37,27.21,-76.07,50.77,3,-47.21
GRACE_S_LOSS0.0075_X2_IMP1,shallow_loss_grace,278,8116.62,64.65,64.03,330.1,75,-3583.92,2.6,-23.72,85.77,2,-33.55
GRACE_S_LOSS0.0075_X3_IMP0,shallow_loss_grace,278,8054.29,2.32,64.03,346.22,74,-3633.96,26.07,-75.94,52.19,3,-47.21
GRACE_S_LOSS0.0075_X3_IMP1,shallow_loss_grace,278,8116.62,64.65,64.03,330.1,75,-3583.92,2.6,-23.72,85.77,2,-33.55
GRACE_S_LOSS0.0075_X4_IMP0,shallow_loss_grace,278,8055.01,3.04,64.03,346.22,73,-3630.81,23.87,-75.36,54.53,3,-47.21
GRACE_S_LOSS0.0075_X4_IMP1,shallow_loss_grace,278,8116.62,64.65,64.03,330.1,75,-3583.92,2.6,-23.72,85.77,2,-33.55
GRACE_S_LOSS0.0075_X5_IMP0,shallow_loss_grace,278,8049.7,-2.27,64.03,346.22,73,-3636.12,23.87,-80.89,54.75,3,-47.21
GRACE_S_LOSS0.0075_X5_IMP1,shallow_loss_grace,278,8116.62,64.65,64.03,330.1,75,-3583.92,2.6,-23.72,85.77,2,-33.55
GRACE_S_LOSS0.0075_X6_IMP0,shallow_loss_grace,278,8046.54,-5.43,64.03,346.22,73,-3639.28,23.87,-82.23,52.93,3,-47.21
GRACE_S_LOSS0.0075_X6_IMP1,shallow_loss_grace,278,8116.62,64.65,64.03,330.1,75,-3583.92,2.6,-23.72,85.77,2,-33.55
GRACE_S_LOSS0.0100_X1_IMP0,shallow_loss_grace,278,8030.98,-20.99,64.03,340.89,74,-3657.27,15.13,-113.26,77.14,2,-74.03
GRACE_S_LOSS0.0100_X1_IMP1,shallow_loss_grace,278,8071.81,19.84,64.03,332.39,75,-3628.73,2.6,-68.53,85.77,2,-65.53
GRACE_S_LOSS0.0100_X2_IMP0,shallow_loss_grace,278,8029.01,-22.96,64.03,320.47,74,-3659.24,11.53,-97.48,62.99,3,-60.15
GRACE_S_LOSS0.0100_X2_IMP1,shallow_loss_grace,278,8066.96,14.99,64.03,332.39,75,-3633.58,2.6,-73.38,85.77,2,-72.46
GRACE_S_LOSS0.0100_X3_IMP0,shallow_loss_grace,278,8111.77,59.8,64.03,308.36,74,-3576.48,10.39,-54.05,103.46,3,-41.28
GRACE_S_LOSS0.0100_X3_IMP1,shallow_loss_grace,278,8090.4,38.43,64.03,332.39,75,-3610.14,2.6,-49.94,85.77,3,-72.46
GRACE_S_LOSS0.0100_X4_IMP0,shallow_loss_grace,278,8246.05,194.08,64.75,278.16,70,-3535.32,8.19,-5.51,191.4,4,-41.28
GRACE_S_LOSS0.0100_X4_IMP1,shallow_loss_grace,278,8093.01,41.04,64.03,332.39,75,-3607.53,2.6,-47.33,85.77,3,-72.46
GRACE_S_LOSS0.0100_X5_IMP0,shallow_loss_grace,278,8186.87,134.9,64.75,273.33,70,-3594.5,8.19,-64.91,191.62,4,-70.44
GRACE_S_LOSS0.0100_X5_IMP1,shallow_loss_grace,278,8048.48,-3.49,64.03,332.39,75,-3652.06,2.6,-91.86,85.77,2,-72.46
GRACE_S_LOSS0.0100_X6_IMP0,shallow_loss_grace,278,8171.23,119.26,64.75,285.12,70,-3610.14,8.19,-78.73,189.8,3,-70.44
GRACE_S_LOSS0.0100_X6_IMP1,shallow_loss_grace,278,8048.48,-3.49,64.03,332.39,75,-3652.06,2.6,-91.86,85.77,2,-72.46
GRACE_S_LOSS0.0125_X1_IMP0,shallow_loss_grace,278,8029.23,-22.74,64.03,340.89,74,-3659.02,22.7,-113.26,67.82,2,-74.03
GRACE_S_LOSS0.0125_X1_IMP1,shallow_loss_grace,278,8062.49,10.52,64.03,332.39,75,-3638.05,2.6,-68.53,76.45,2,-65.53
GRACE_S_LOSS0.0125_X2_IMP0,shallow_loss_grace,278,8031.09,-20.88,64.03,320.47,74,-3657.16,22.93,-97.48,53.67,3,-60.15
GRACE_S_LOSS0.0125_X2_IMP1,shallow_loss_grace,278,8057.64,5.67,64.03,332.39,75,-3642.9,2.6,-73.38,76.45,2,-72.46
GRACE_S_LOSS0.0125_X3_IMP0,shallow_loss_grace,278,8138.37,86.4,64.39,320.21,73,-3557.23,65.19,-65.9,87.11,4,-37.38
GRACE_S_LOSS0.0125_X3_IMP1,shallow_loss_grace,278,8081.08,29.11,64.03,332.39,75,-3619.46,2.6,-49.94,76.45,3,-72.46
GRACE_S_LOSS0.0125_X4_IMP0,shallow_loss_grace,278,8293.23,241.26,65.11,278.16,69,-3495.49,83.57,-17.36,175.05,5,-25.91
GRACE_S_LOSS0.0125_X4_IMP1,shallow_loss_grace,278,8083.69,31.72,64.03,332.39,75,-3616.85,2.6,-47.33,76.45,3,-72.46
GRACE_S_LOSS0.0125_X5_IMP0,shallow_loss_grace,278,8207.46,155.49,65.11,273.33,69,-3581.26,56.98,-76.76,175.27,4,-70.44
GRACE_S_LOSS0.0125_X5_IMP1,shallow_loss_grace,278,8039.16,-12.81,64.03,332.39,75,-3661.38,2.6,-91.86,76.45,2,-72.46
GRACE_S_LOSS0.0125_X6_IMP0,shallow_loss_grace,278,8173.62,121.65,65.11,285.12,69,-3615.1,76.99,-128.79,173.45,4,-108.65
GRACE_S_LOSS0.0125_X6_IMP1,shallow_loss_grace,278,8039.16,-12.81,64.03,332.39,75,-3661.38,2.6,-91.86,76.45,2,-72.46
GRACE_S_LOSS0.0150_X1_IMP0,shallow_loss_grace,278,8010.52,-41.45,64.39,340.89,73,-3689.1,8.17,-113.26,63.64,2,-91.72
GRACE_S_LOSS0.0150_X1_IMP1,shallow_loss_grace,278,8060.44,8.47,64.03,332.39,75,-3640.1,0.55,-68.53,76.45,2,-65.53
GRACE_S_LOSS0.0150_X2_IMP0,shallow_loss_grace,278,7956.39,-95.58,64.39,320.47,73,-3743.23,-47.59,-97.48,49.49,2,-77.84
GRACE_S_LOSS0.0150_X2_IMP1,shallow_loss_grace,278,8055.59,3.62,64.03,332.39,75,-3644.95,0.55,-73.38,76.45,2,-72.46
GRACE_S_LOSS0.0150_X3_IMP0,shallow_loss_grace,278,8063.36,11.39,64.75,320.21,72,-3643.61,-5.64,-65.9,82.93,3,-55.8
GRACE_S_LOSS0.0150_X3_IMP1,shallow_loss_grace,278,8079.03,27.06,64.03,332.39,75,-3621.51,0.55,-49.94,76.45,3,-72.46
GRACE_S_LOSS0.0150_X4_IMP0,shallow_loss_grace,278,8278.53,226.56,65.47,278.16,68,-3521.56,19.65,28.86,178.05,5,-31.33
GRACE_S_LOSS0.0150_X4_IMP1,shallow_loss_grace,278,8081.64,29.67,64.03,332.39,75,-3618.9,0.55,-47.33,76.45,3,-72.46
GRACE_S_LOSS0.0150_X5_IMP0,shallow_loss_grace,278,8222.77,170.8,65.47,273.67,68,-3577.32,-8.28,-0.88,179.96,4,-32.67
GRACE_S_LOSS0.0150_X5_IMP1,shallow_loss_grace,278,8037.11,-14.86,64.03,332.39,75,-3663.43,0.55,-91.86,76.45,2,-72.46
GRACE_S_LOSS0.0150_X6_IMP0,shallow_loss_grace,278,8124.22,72.25,65.47,310.75,68,-3672.83,-6.63,-102.24,181.12,2,-94.47
GRACE_S_LOSS0.0150_X6_IMP1,shallow_loss_grace,278,8037.11,-14.86,64.03,332.39,75,-3663.43,0.55,-91.86,76.45,2,-72.46
GRACE_S_LOSS0.0175_X1_IMP0,shallow_loss_grace,278,8033.44,-18.53,64.39,340.89,73,-3666.18,1.35,-113.26,93.38,2,-91.72
GRACE_S_LOSS0.0175_X1_IMP1,shallow_loss_grace,278,8059.78,7.81,64.03,332.39,75,-3640.76,-6.27,-68.53,82.61,2,-65.53
GRACE_S_LOSS0.0175_X2_IMP0,shallow_loss_grace,278,7943.0,-108.97,64.39,320.47,73,-3756.62,-154.18,-58.61,103.82,3,-144.76
GRACE_S_LOSS0.0175_X2_IMP1,shallow_loss_grace,278,7972.05,-79.92,64.03,332.39,75,-3728.49,-96.85,-73.38,90.31,2,-123.0
GRACE_S_LOSS0.0175_X3_IMP0,shallow_loss_grace,278,8088.28,36.31,64.75,320.21,72,-3618.69,-112.23,-5.59,154.13,3,-91.22
GRACE_S_LOSS0.0175_X3_IMP1,shallow_loss_grace,278,8000.68,-51.29,64.03,332.39,75,-3699.86,-96.85,-49.94,95.5,3,-123.0
GRACE_S_LOSS0.0175_X4_IMP0,shallow_loss_grace,278,8259.08,207.11,65.47,278.16,68,-3541.01,-86.94,52.46,241.59,4,-70.64
GRACE_S_LOSS0.0175_X4_IMP1,shallow_loss_grace,278,7999.34,-52.63,64.03,332.39,75,-3701.2,-96.85,-47.33,91.55,3,-123.0
GRACE_S_LOSS0.0175_X5_IMP0,shallow_loss_grace,278,8163.2,111.23,65.47,280.59,68,-3636.89,-121.79,17.48,215.54,2,-86.44
GRACE_S_LOSS0.0175_X5_IMP1,shallow_loss_grace,278,7954.81,-97.16,64.03,332.39,75,-3745.73,-96.85,-91.86,91.55,2,-123.0
GRACE_S_LOSS0.0175_X6_IMP0,shallow_loss_grace,278,8088.66,36.69,65.47,317.67,68,-3708.39,-120.14,-59.36,216.19,1,-66.43
GRACE_S_LOSS0.0175_X6_IMP1,shallow_loss_grace,278,7954.81,-97.16,64.03,332.39,75,-3745.73,-96.85,-91.86,91.55,2,-123.0
GRACE_S_LOSS0.0200_X1_IMP0,shallow_loss_grace,278,8059.57,7.6,64.39,340.89,73,-3640.05,1.35,-110.9,117.15,2,-89.36
GRACE_S_LOSS0.0200_X1_IMP1,shallow_loss_grace,278,8085.91,33.94,64.03,332.39,75,-3614.63,-6.27,-66.17,106.38,2,-63.17
GRACE_S_LOSS0.0200_X2_IMP0,shallow_loss_grace,278,7973.54,-78.43,64.39,320.47,73,-3726.08,-183.28,-65.36,170.21,3,-173.86
GRACE_S_LOSS0.0200_X2_IMP1,shallow_loss_grace,278,8023.79,-28.18,64.03,332.39,75,-3676.75,-96.85,-80.13,148.8,2,-123.0
GRACE_S_LOSS0.0200_X3_IMP0,shallow_loss_grace,278,8145.73,93.76,64.75,320.21,71,-3505.03,-147.82,-12.34,253.92,3,-126.81
GRACE_S_LOSS0.0200_X3_IMP1,shallow_loss_grace,278,8077.01,25.04,64.03,332.39,74,-3567.32,-96.85,-56.69,178.58,3,-123.0
GRACE_S_LOSS0.0200_X4_IMP0,shallow_loss_grace,278,8277.48,225.51,65.47,284.91,67,-3466.4,-131.43,45.71,311.23,4,-115.13
GRACE_S_LOSS0.0200_X4_IMP1,shallow_loss_grace,278,8056.85,4.88,64.03,332.39,74,-3587.48,-96.85,-54.08,155.81,3,-123.0
GRACE_S_LOSS0.0200_X5_IMP0,shallow_loss_grace,278,8208.11,156.14,65.47,280.59,67,-3535.77,-166.28,10.73,311.69,2,-130.93
GRACE_S_LOSS0.0200_X5_IMP1,shallow_loss_grace,278,8012.32,-39.65,64.03,332.39,74,-3632.01,-96.85,-98.61,155.81,2,-123.0
GRACE_S_LOSS0.0200_X6_IMP0,shallow_loss_grace,278,8116.91,64.94,65.47,310.75,67,-3623.93,-157.71,-66.11,288.76,1,-110.92
GRACE_S_LOSS0.0200_X6_IMP1,shallow_loss_grace,278,8012.32,-39.65,64.03,332.39,74,-3632.01,-96.85,-98.61,155.81,2,-123.0
GRACE_S_LOSS0.0225_X1_IMP0,shallow_loss_grace,278,8099.44,47.47,64.39,340.89,73,-3600.18,1.35,-110.9,157.02,2,-60.58
GRACE_S_LOSS0.0225_X1_IMP1,shallow_loss_grace,278,8086.22,34.25,64.03,332.39,75,-3614.32,-6.27,-66.17,106.69,2,-62.86
GRACE_S_LOSS0.0225_X2_IMP0,shallow_loss_grace,278,7939.21,-112.76,64.39,320.47,72,-3575.61,-183.28,-65.36,135.88,3,-173.86
GRACE_S_LOSS0.0225_X2_IMP1,shallow_loss_grace,278,7923.43,-128.54,64.03,332.39,74,-3592.31,-96.85,-80.13,48.44,2,-179.57
GRACE_S_LOSS0.0225_X3_IMP0,shallow_loss_grace,278,8103.6,51.63,64.75,320.21,70,-3362.36,-147.82,-15.02,214.47,3,-126.81
GRACE_S_LOSS0.0225_X3_IMP1,shallow_loss_grace,278,7976.65,-75.32,64.03,332.39,73,-3482.88,-96.85,-56.69,78.22,3,-179.57
GRACE_S_LOSS0.0225_X4_IMP0,shallow_loss_grace,278,8158.81,106.84,65.47,342.08,66,-3400.27,-131.43,-11.46,249.73,3,-115.13
GRACE_S_LOSS0.0225_X4_IMP1,shallow_loss_grace,278,7956.49,-95.48,64.03,332.39,73,-3503.04,-96.85,-54.08,55.45,3,-179.57
GRACE_S_LOSS0.0225_X5_IMP0,shallow_loss_grace,278,8085.73,33.76,65.47,337.25,66,-3473.35,-175.01,-46.44,255.21,1,-139.66
GRACE_S_LOSS0.0225_X5_IMP1,shallow_loss_grace,278,7911.96,-140.01,64.03,332.39,73,-3547.57,-96.85,-98.61,55.45,2,-179.57
GRACE_S_LOSS0.0225_X6_IMP0,shallow_loss_grace,278,8002.24,-49.73,65.47,349.04,66,-3553.8,-166.44,-123.28,239.99,1,-133.34
GRACE_S_LOSS0.0225_X6_IMP1,shallow_loss_grace,278,7911.96,-140.01,64.03,332.39,73,-3547.57,-96.85,-98.61,55.45,2,-179.57
GRACE_S_LOSS0.0250_X1_IMP0,shallow_loss_grace,278,8066.35,14.38,64.39,340.89,73,-3633.27,-31.74,-110.9,157.02,2,-64.68
GRACE_S_LOSS0.0250_X1_IMP1,shallow_loss_grace,278,8057.23,5.26,64.03,332.39,75,-3643.31,-35.26,-66.17,106.69,2,-64.59
GRACE_S_LOSS0.0250_X2_IMP0,shallow_loss_grace,278,7921.96,-130.01,64.39,320.47,72,-3592.86,-170.04,-95.85,135.88,3,-177.96
GRACE_S_LOSS0.0250_X2_IMP1,shallow_loss_grace,278,7940.77,-111.2,64.03,332.39,74,-3574.97,-79.51,-80.13,48.44,2,-179.57
GRACE_S_LOSS0.0250_X3_IMP0,shallow_loss_grace,278,8080.53,28.56,64.75,320.21,70,-3385.43,-140.4,-45.51,214.47,3,-130.91
GRACE_S_LOSS0.0250_X3_IMP1,shallow_loss_grace,278,7988.17,-63.8,64.03,332.39,73,-3471.36,-85.33,-56.69,78.22,3,-179.57
GRACE_S_LOSS0.0250_X4_IMP0,shallow_loss_grace,278,8145.11,93.14,65.47,342.08,66,-3413.97,-114.64,-41.95,249.73,3,-142.98
GRACE_S_LOSS0.0250_X4_IMP1,shallow_loss_grace,278,7968.01,-83.96,64.03,332.39,73,-3491.52,-85.33,-54.08,55.45,3,-179.57
GRACE_S_LOSS0.0250_X5_IMP0,shallow_loss_grace,278,8096.34,44.37,65.47,337.25,66,-3462.74,-133.91,-76.93,255.21,2,-143.76
GRACE_S_LOSS0.0250_X5_IMP1,shallow_loss_grace,278,7923.48,-128.49,64.03,332.39,73,-3536.05,-85.33,-98.61,55.45,2,-179.57
GRACE_S_LOSS0.0250_X6_IMP0,shallow_loss_grace,278,8009.07,-42.9,65.47,349.04,65,-3543.78,-129.12,-153.77,239.99,2,-163.83
GRACE_S_LOSS0.0250_X6_IMP1,shallow_loss_grace,278,7923.48,-128.49,64.03,332.39,73,-3536.05,-85.33,-98.61,55.45,2,-179.57
RECLAIM_L_N1_C1_D0.000,breakout_reclaim,260,5412.9,-2639.07,52.69,464.85,108,-4183.26,-1075.13,-1040.45,-523.49,0,-772.96
RECLAIM_L_N1_C1_D0.001,breakout_reclaim,259,5579.34,-2472.63,54.44,444.62,103,-4117.97,-997.34,-1031.2,-444.09,0,-784.63
RECLAIM_L_N1_C1_D0.002,breakout_reclaim,263,6071.3,-1980.67,57.41,464.2,96,-4036.15,-688.64,-974.19,-317.84,0,-687.64
RECLAIM_L_N1_C2_D0.000,breakout_reclaim,267,6193.46,-1858.51,57.68,430.0,95,-4092.02,-467.91,-919.19,-471.41,1,-653.74
RECLAIM_L_N1_C2_D0.001,breakout_reclaim,266,6484.3,-1567.67,59.77,430.0,89,-3933.92,-462.41,-851.99,-253.27,1,-562.36
RECLAIM_L_N1_C2_D0.002,breakout_reclaim,266,6482.09,-1569.88,60.15,429.25,88,-3952.52,-475.97,-879.12,-214.79,1,-530.64
RECLAIM_L_N2_C1_D0.000,breakout_reclaim,263,5894.53,-2157.44,55.51,469.13,101,-4210.39,-655.87,-1056.67,-444.9,0,-656.14
RECLAIM_L_N2_C1_D0.001,breakout_reclaim,267,6081.44,-1970.53,57.3,448.9,97,-4190.55,-577.44,-962.03,-431.06,0,-667.81
RECLAIM_L_N2_C1_D0.002,breakout_reclaim,266,6336.74,-1715.23,59.02,457.33,92,-4060.62,-395.77,-991.78,-327.68,1,-681.07
RECLAIM_L_N2_C2_D0.000,breakout_reclaim,267,6193.46,-1858.51,57.68,430.0,95,-4092.02,-467.91,-919.19,-471.41,1,-653.74
RECLAIM_L_N2_C2_D0.001,breakout_reclaim,266,6484.3,-1567.67,59.77,430.0,89,-3933.92,-462.41,-851.99,-253.27,1,-562.36
RECLAIM_L_N2_C2_D0.002,breakout_reclaim,266,6482.09,-1569.88,60.15,429.25,88,-3952.52,-475.97,-879.12,-214.79,1,-530.64
RECLAIM_L_N3_C1_D0.000,breakout_reclaim,270,6212.85,-1839.12,57.04,462.96,99,-4181.86,-623.85,-971.88,-243.39,0,-522.87
RECLAIM_L_N3_C1_D0.001,breakout_reclaim,271,6411.47,-1640.5,58.3,464.75,96,-4211.22,-416.53,-968.62,-255.35,0,-540.08
RECLAIM_L_N3_C1_D0.002,breakout_reclaim,270,6626.5,-1425.47,59.63,468.15,91,-4090.22,-287.69,-985.52,-152.26,1,-543.48
RECLAIM_L_N3_C2_D0.000,breakout_reclaim,271,6490.77,-1561.2,58.67,435.22,94,-4034.87,-483.69,-831.4,-246.11,1,-510.55
RECLAIM_L_N3_C2_D0.001,breakout_reclaim,270,6860.03,-1191.94,60.37,439.98,89,-3898.3,-301.94,-831.11,-58.89,1,-423.93
RECLAIM_L_N3_C2_D0.002,breakout_reclaim,270,6839.87,-1212.1,60.74,446.87,87,-3914.1,-315.5,-868.68,-27.92,1,-435.76
RECLAIM_L_N4_C1_D0.000,breakout_reclaim,273,6875.39,-1176.58,59.71,380.46,89,-3848.18,-351.85,-602.22,-222.51,1,-551.86
RECLAIM_L_N4_C1_D0.001,breakout_reclaim,269,7079.8,-972.17,60.97,380.46,84,-3813.05,-339.9,-539.86,-92.41,1,-489.5
RECLAIM_L_N4_C1_D0.002,breakout_reclaim,270,7206.26,-845.71,61.85,383.86,83,-3834.22,-210.04,-543.26,-92.41,1,-489.5
RECLAIM_L_N4_C2_D0.000,breakout_reclaim,269,7068.85,-983.12,61.34,383.86,83,-3705.67,-211.01,-531.83,-240.28,1,-478.07
RECLAIM_L_N4_C2_D0.001,breakout_reclaim,268,7429.54,-622.43,62.69,383.86,80,-3631.0,-211.01,-424.52,13.1,1,-370.76
RECLAIM_L_N4_C2_D0.002,breakout_reclaim,268,7418.92,-633.05,62.69,383.86,80,-3641.62,-211.01,-435.14,13.1,1,-381.38
RECLAIM_S_N1_C1_D0.000,breakout_reclaim,281,5059.91,-2992.06,49.82,382.03,122,-4478.53,-1277.8,-1064.79,-649.47,0,-962.61
RECLAIM_S_N1_C1_D0.001,breakout_reclaim,279,5498.08,-2553.89,52.33,366.55,113,-4460.12,-1005.93,-908.08,-639.88,0,-778.16
RECLAIM_S_N1_C1_D0.002,breakout_reclaim,279,5565.87,-2486.1,53.76,401.33,108,-4606.44,-1033.74,-852.41,-599.95,0,-707.27
RECLAIM_S_N1_C2_D0.000,breakout_reclaim,277,6219.43,-1832.54,55.6,397.8,102,-4278.06,-520.31,-821.23,-491.0,0,-867.81
RECLAIM_S_N1_C2_D0.001,breakout_reclaim,277,6424.64,-1627.33,57.76,405.72,96,-4336.07,-444.37,-1039.63,-143.33,2,-964.41
RECLAIM_S_N1_C2_D0.002,breakout_reclaim,277,6848.48,-1203.49,59.93,401.29,90,-4272.74,-214.18,-849.45,-139.86,1,-738.55
RECLAIM_S_N2_C1_D0.000,breakout_reclaim,279,5418.36,-2633.61,51.97,377.51,115,-4510.44,-1049.34,-923.05,-661.22,0,-824.56
RECLAIM_S_N2_C1_D0.001,breakout_reclaim,278,5561.97,-2490.0,53.6,404.77,109,-4578.06,-819.74,-963.47,-706.79,0,-822.23
RECLAIM_S_N2_C1_D0.002,breakout_reclaim,278,5669.29,-2382.68,55.04,381.77,104,-4684.85,-830.59,-901.8,-650.29,0,-756.66
RECLAIM_S_N2_C2_D0.000,breakout_reclaim,277,6219.43,-1832.54,55.6,397.8,102,-4278.06,-520.31,-821.23,-491.0,0,-867.81
RECLAIM_S_N2_C2_D0.001,breakout_reclaim,277,6424.64,-1627.33,57.76,405.72,96,-4336.07,-444.37,-1039.63,-143.33,2,-964.41
RECLAIM_S_N2_C2_D0.002,breakout_reclaim,277,6848.48,-1203.49,59.93,401.29,90,-4272.74,-214.18,-849.45,-139.86,1,-738.55
RECLAIM_S_N3_C1_D0.000,breakout_reclaim,278,6157.77,-1894.2,55.76,392.0,103,-4319.8,-548.39,-857.21,-488.6,0,-798.23
RECLAIM_S_N3_C1_D0.001,breakout_reclaim,278,6451.53,-1600.44,57.19,407.81,99,-4313.8,-393.08,-918.22,-289.14,0,-859.24
RECLAIM_S_N3_C1_D0.002,breakout_reclaim,278,6444.96,-1607.01,57.91,411.71,96,-4473.96,-426.73,-856.84,-323.44,1,-793.96
RECLAIM_S_N3_C2_D0.000,breakout_reclaim,277,6287.46,-1764.51,56.68,412.94,99,-4328.36,-335.92,-887.82,-540.77,0,-874.76
RECLAIM_S_N3_C2_D0.001,breakout_reclaim,277,6442.59,-1609.38,58.12,405.72,95,-4388.48,-261.55,-1039.63,-308.2,1,-964.41
RECLAIM_S_N3_C2_D0.002,breakout_reclaim,277,7010.83,-1041.14,60.29,401.29,89,-4224.67,-35.62,-849.45,-156.07,2,-738.55
RECLAIM_S_N4_C1_D0.000,breakout_reclaim,278,6860.43,-1191.54,58.27,337.06,96,-4092.9,-284.61,-620.05,-286.88,1,-703.73
RECLAIM_S_N4_C1_D0.001,breakout_reclaim,278,6807.23,-1244.74,58.63,364.32,95,-4248.39,-247.08,-683.52,-314.14,1,-767.2
RECLAIM_S_N4_C1_D0.002,breakout_reclaim,278,6670.12,-1381.85,58.63,372.9,94,-4352.18,-360.4,-692.31,-329.14,1,-772.09
RECLAIM_S_N4_C2_D0.000,breakout_reclaim,277,7038.22,-1013.75,59.21,366.59,92,-4014.18,-103.49,-606.32,-303.94,2,-735.92
RECLAIM_S_N4_C2_D0.001,breakout_reclaim,277,6868.16,-1183.81,59.57,375.68,91,-4214.02,-78.69,-791.22,-313.9,2,-851.44
RECLAIM_S_N4_C2_D0.002,breakout_reclaim,277,7130.07,-921.9,60.65,341.92,88,-4139.53,-57.75,-715.55,-148.6,2,-740.09
